,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,term_ 36 months,term_ 60 months,safe_loans
67444,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
67452,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
67453,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67459,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
67462,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67468,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
67480,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
67482,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
67486,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67495,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67497,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
67499,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67502,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
67505,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
67511,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67514,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
67518,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67522,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67523,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67529,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67538,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67550,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
67555,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67561,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
67568,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
67570,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67573,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67581,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67585,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
67586,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67596,0,0,0,0,0,1,0,0,0,0,1,1,0,-1
67600,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67612,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67614,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67615,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
67622,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
67637,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67639,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67644,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67650,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67654,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67667,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
67674,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67683,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67684,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
67696,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
67700,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
67704,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
67705,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67709,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
67710,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67718,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
67726,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67758,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67772,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
67775,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67783,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67787,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67789,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67795,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
67799,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67804,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
67810,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67814,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
67815,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67817,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
67854,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
67859,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
67860,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67875,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67884,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67887,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
67898,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
67901,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
67903,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
67913,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
67920,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
67927,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
67929,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67930,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67940,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
67948,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
67954,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
67956,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
67957,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
67958,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
67963,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
67965,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
67969,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
67970,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
67974,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
67977,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
67988,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
67996,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
67999,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
68002,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68003,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68020,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68029,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68030,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
68032,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
68034,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
68036,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68043,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68047,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
68049,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68060,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68065,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68069,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68073,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68092,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68093,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
68095,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68096,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
68113,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
68119,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68127,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
68130,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68134,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
68135,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
68137,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
68138,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68144,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68147,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68148,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
68153,0,1,0,0,0,0,0,0,0,1,0,0,1,-1
68165,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68166,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68173,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
68175,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68176,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68180,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68184,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68189,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68193,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68204,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68205,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68212,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68214,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68215,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
68218,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68231,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68234,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68239,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
68243,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68244,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68246,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68248,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
68252,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68259,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68260,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
68262,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68265,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68269,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
68270,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68271,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68277,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68279,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68280,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
68281,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68285,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
68292,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68299,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68301,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
68305,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68306,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68321,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68329,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
68332,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68333,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68346,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68351,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68363,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68380,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
68395,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68400,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68410,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
68411,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68414,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68416,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68423,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68434,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68439,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
68441,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68447,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68453,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68470,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68484,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68489,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68510,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68514,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68523,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
68525,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68546,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68550,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
68565,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68574,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68590,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
68599,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
68614,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68615,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68622,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
68623,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68630,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68632,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
68642,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
68643,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68644,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
68647,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
68652,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68671,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68688,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
68692,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68696,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68699,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68702,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68708,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68710,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68713,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
68715,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
68718,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68720,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68742,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68746,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68747,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68749,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68751,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68754,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
68758,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68759,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68773,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68782,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68792,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68795,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68800,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68803,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
68809,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68814,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68816,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68830,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68833,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68842,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68847,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
68850,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68851,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68852,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68859,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68866,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68874,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68878,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
68892,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68893,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68895,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
68896,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68900,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68903,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68906,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68909,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
68912,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
68923,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
68925,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68926,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
68930,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
68948,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
68954,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
68959,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68961,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
68966,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
68970,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
68977,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68980,0,0,0,1,0,0,0,0,0,1,0,0,1,-1
68986,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
68988,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
68990,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
68998,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
69009,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69014,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69020,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69021,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
69026,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69034,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
69041,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69042,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69050,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69051,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69059,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69062,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69066,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
69070,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
69074,1,0,0,0,0,0,0,1,0,0,0,0,1,-1
69081,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
69097,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
69099,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69101,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69109,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69112,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69113,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
69115,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69121,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69134,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69141,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69155,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
69158,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
69160,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69163,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69165,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69185,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
69188,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69190,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
69192,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69202,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69206,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69210,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69217,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69220,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69230,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
69234,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
69237,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69241,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
69250,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
69252,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69255,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69256,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69260,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69261,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69268,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69269,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
69270,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69271,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
69281,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
69294,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
69301,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69308,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
69311,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69323,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
69329,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69335,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
69342,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
69353,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69362,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69365,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
69368,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
69369,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69372,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
69375,0,0,0,0,0,0,1,0,0,0,1,0,1,-1
69400,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69408,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69416,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69429,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
69432,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69434,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69445,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
69446,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69449,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
69458,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69475,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69477,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
69483,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
69485,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69488,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69499,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69501,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69504,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69510,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
69517,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
69518,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69532,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69534,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69537,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69539,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
69546,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
69553,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69565,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
69566,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69568,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69569,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69573,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69579,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
69580,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69581,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
69582,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69585,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69587,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69588,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
69594,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69598,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69601,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
69605,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
69606,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69614,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69622,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69631,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
69637,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
69643,0,0,0,0,0,1,0,0,0,1,0,0,1,-1
69661,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69666,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
69679,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
69680,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
69681,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69686,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69690,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69693,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
69695,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69704,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69722,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69743,0,0,0,0,0,1,0,0,0,1,0,1,0,-1
69746,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69748,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
69749,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69753,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
69760,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69793,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69805,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69819,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69822,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
69823,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69832,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69834,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69841,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69846,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69849,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69852,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69853,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
69860,1,0,0,0,0,0,0,0,0,1,0,1,0,-1
69874,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
69892,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
69897,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
69902,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
69905,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
69910,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
69922,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
69932,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
69933,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
69935,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
